card_name,issuing_bank,issuing_bank_raw,card_network,categories,joining_fee,annual_fee,fee_waiver_condition,reward_rate,reward_structure,redemption_options,welcome_benefits,milestone_benefits,lounge_access,eligibility,interest_rate_apr,forex_markup,other_charges,key_features,pros,cons,rating,source_site,source_url
AU Vetta Credit Card,AU Small Finance Bank,AU,,"[""Utilities"", ""Groceries""]",₹2999 + GST,₹2999 + GST,"₹40,000 is spent on retail within 90 days of card setup in the first year. For the 2nd year onwards, the annual fee can be waived off for ₹1,50,000 retail spends done in the previous card anniversary year",Up to 10 Reward Points per ₹100 spent on utility bill payments (2.5% reward rate),,"Reward Points can be redeemed via the AU Rewardz portal for:
E-vouchers from top brands, Merchandise, Mobile/DTH recharges and Flight/hotel bookings


Redemption value: 1 Reward Point = ₹0.25.","Vouchers worth ₹2,000 on minimum ₹30,000 retail spends done within 60 days of card setup","Vouchers worth ₹2,000 on minimum ₹30,000 retail spends done within 60 days of card setup",1 complimentary domestic airport lounge visit per quarter; 8 railway lounge visits annually,"{""age"": """", ""income"": """", ""location"": """", ""employment"": [""Salaried"", ""Self Employed""], ""income_thresholds"": {""salaried_annual_income_threshold"": """", ""self_employed_annual_income_threshold"": """", ""business_annual_income_threshold"": """"}}",,3.50%,"1% waiver on transactions ₹400-₹5,000 (Max ₹250 per statement cycle)","Earn 4X reward points on dining, groceries, and departmental stores with airport lounge acess","[""High rewards on utility bill payments (10 points per ₹100 spent)."", """", """", ""Quarterly milestone benefits incentivize consistent spending."", """", """", ""Complimentary domestic airport and railway lounge access add travel convenience.""]","[""Limited rewards outside utility bills and groceries."", """", """", ""Forex markup fee is higher than premium cards at 2.99%.""]",3.9,rewardpoints.club,https://rewardpoints.club/library
HDFC IndianOil Credit Card,HDFC Bank,HDFC,,"[""Fuel""]",₹500 + GST,₹500 + GST,"waived if annual spends exceed ₹50,000",5% cashback on fuel purchases at IndianOil outlet,,"Fuel Points can be redeemed for discounts on fuel purchases or converted into vouchers for shopping.


Redemption value: Each Fuel Point is valued at ₹0.25.",,,,"{""age"": ""21 to 60 years"", ""income"": ""₹10"", ""location"": """", ""employment"": [""Salaried"", ""Self Employed""], ""income_thresholds"": {""salaried_annual_income_threshold"": 120000, ""self_employed_annual_income_threshold"": 600000, ""business_annual_income_threshold"": """"}}",,3.50%,"1% waiver on transactions ₹400-₹5,000 (Max ₹250 per statement cycle)","Earn 5% Fuel Points on fuel, groceries, and bill payments","[""Generous cashback of up to 5% on fuel purchases makes it ideal for regular drivers."", """", """", ""Annual fee waiver provides cost savings for frequent users."", """", """", ""Additional rewards on grocery and utility payments enhance its value.""]","[""Limited rewards outside of fuel-related spending may not appeal to all users."", """", """", ""Higher forex markup fee may deter international users.""]",3.9,rewardpoints.club,https://rewardpoints.club/library
HDFC Freedom Credit Card,HDFC Bank,HDFC,,"[""Food & Entertainment""]",₹500 + GST,₹500 + GST,"Waived on annual spends of ₹50,000",10X CashPoints on select platforms; 1 CashPoint for every ₹150 spent on other purchases,,"CashPoints can be redeemed for cashback, products from the HDFC rewards catalog, or travel bookings through SmartBuy.


Redemption value: Each CashPoint is valued at ₹0.15.",500 CashPoints upon successful payment of the joining fee,500 CashPoints upon successful payment of the joining fee,,"{""age"": """", ""income"": """", ""location"": """", ""employment"": [""Salaried"", ""Self Employed""], ""income_thresholds"": {""salaried_annual_income_threshold"": 150000, ""self_employed_annual_income_threshold"": 600000, ""business_annual_income_threshold"": """"}}",,3.50%,"1% waiver on transactions ₹400-₹5,000 (Max ₹200 per statement cycle)","Earn 10X CashPoints for purchases at BigBasket, OYO, Swiggy, Uber, and BookMyShow","[""Attractive welcome bonus and ongoing rewards structure make it appealing for new cardholders."", """", """", ""High rewards rate on popular platforms provides excellent value for regular users."", """", """", ""Annual fee waiver option makes it cost-effective for frequent spenders.""]","[""Limited rewards outside of specific categories may not appeal to all users."", """", """", ""Higher forex markup fee could deter international usage.""]",3.6,rewardpoints.club,https://rewardpoints.club/library
HDFC Bharat Credit card,HDFC Bank,HDFC,,"[""Utilities"", ""Fuel""]",₹500 + GST,₹500 + GST,"waived on annual spends of ₹50,000","5% cashback on ticket bookings, groceries, bill payments, mobile recharges & fuel expenses",,"CashPoints can be redeemed for cashback against your statement balance or for vouchers through the HDFC rewards portal.


Redemption value: Each CashPoint is valued at ₹1.",,,,"{""age"": ""21 to 60 years"", ""income"": ""₹12"", ""location"": """", ""employment"": [""Salaried"", ""Self Employed""], ""income_thresholds"": {""salaried_annual_income_threshold"": 150000, ""self_employed_annual_income_threshold"": 200000, ""business_annual_income_threshold"": """"}}",,3.50%,"1% waiver on transactions ₹400-₹5,000 (Max ₹250 per statement cycle)","Earn 5% cashback on fuel, IRCTC, bill payments, and PayZapp and save up to ₹3,600 annually ","[""Generous cashback of up to 5% on fuel purchases makes it ideal for regular drivers."", """", """", ""Annual fee waiver provides cost savings for frequent users."", """", """", ""Additional rewards on bill payments and mobile recharges enhance its value.""]","[""Limited rewards outside of specific categories may not appeal to all users."", """", """", ""Higher forex markup fee may deter international usage.""]",3.6,rewardpoints.club,https://rewardpoints.club/library
HDFC Indigo Credit Card,HDFC Bank,HDFC,,"[""Travel"", ""Food & Entertainment"", ""Groceries""]",₹700 + GST,₹700 + GST,,"2.5% 6E Rewards per ₹100 spent on IndiGo flights; 2% 6E Rewards per ₹100 spent on dining, groceries, and entertainment; 1% 6E Reward per ₹100 on all other spends,15% 6E Rewards On select partners",,"Redeem your 6E Rewards for discounts on IndiGo flights or convert them into vouchers for shopping.


Each 6E Reward is valued at ₹1.","Complimentary flight voucher worth ₹1,500 after making three transactions in the first three months","Complimentary flight voucher worth ₹1,500 after making three transactions in the first three months",,"{""age"": """", ""income"": """", ""location"": """", ""employment"": [""Salaried"", ""Self Employed""], ""income_thresholds"": {""salaried_annual_income_threshold"": 240000, ""self_employed_annual_income_threshold"": 600000, ""business_annual_income_threshold"": """"}}",,3.50%,,"Earn 2.5% 6E Rewards on IndiGo bookings, 2% on groceries, dining, and entertainment.","[""High rewards rate on IndiGo flight bookings makes it ideal for regular travelers."", """", """", ""Welcome bonus provides immediate value upon card activation."", """", """", ""Lounge access enhances travel comfort significantly.""]","[""Limited rewards outside of specific categories may not appeal to all users."", """", """", ""Higher forex markup fee could deter international usage.""]",3.7,rewardpoints.club,https://rewardpoints.club/library
HDFC Tata Neu Plus Credit Card,HDFC Bank,HDFC,,"[""Travel"", ""Online Shopping"", ""Groceries""]",₹499 + GST (First Year Free),₹499 + GST (First Year Free),Waived on annual spends of ₹1 lakh,2% back in NeuCoins on Tata spends; 1% back on non-Tata spends,,"NeuCoins can be redeemed for discounts on purchases at Tata brands or converted into vouchers for other shopping needs.


Each NeuCoin is valued at ₹1.",499 NeuCoins after making a transaction within the first 30 days,499 NeuCoins after making a transaction within the first 30 days,4 complimentary domestic airport lounge visits annually,"{""age"": """", ""income"": """", ""location"": """", ""employment"": [""Salaried"", ""Self Employed""], ""income_thresholds"": {""salaried_annual_income_threshold"": 300000, ""self_employed_annual_income_threshold"": 600000, ""business_annual_income_threshold"": null}}",,3.50%,"1% waiver on transactions ₹400-₹5,000 (Max ₹250 per statement cycle)","NeuCoins on Tata Neu and partner brand spends, additional 5% on Tata Neu app purchases, and domestic lounge accesses","[""Attractive rewards structure for loyal Tata customers with high returns on spending."", ""Welcome bonus provides immediate value upon card activation."", ""Complimentary lounge access enhances travel comfort significantly.""]","[""Limited rewards outside of specific categories may not appeal to all users."", ""Higher forex markup fee could deter international usage.""]",4.3,rewardpoints.club,https://rewardpoints.club/library
HDFC BIZ First Credit Card,HDFC Bank,HDFC,,"[""Utilities""]",₹500 + GST,₹500 + GST,"Waived on annual spends of ₹50,000","Up to 3% CashPoints on EMI spends; 2% on utility bills, electronics, and select transactions; 1% on other retail spends",,"CashPoints can be redeemed against your statement balance, vouchers for top brands, or business products via SmartBuy.


Redemption value: 100 CashPoints = up to ₹15.",₹250 gift voucher redeemable on top brands after making a transaction within the first 37 days,₹250 gift voucher redeemable on top brands after making a transaction within the first 37 days,,"{""age"": ""21 to 60 years"", ""income"": """", ""location"": """", ""employment"": [""Self Employed""], ""income_thresholds"": {""salaried_annual_income_threshold"": """", ""self_employed_annual_income_threshold"": 600000, ""business_annual_income_threshold"": """"}}",,3.50%,"1% waiver on transactions ₹400-₹5,000 (Max ₹250 per statement cycle)",,"[""Attractive rewards structure with high returns on EMI spends and utility bills."", """", """", ""Welcome bonus provides immediate value upon card activation."", """", """", ""Discounts on business software enhance productivity and cost savings.""]","[""Limited rewards outside of specific categories may not appeal to all users."", """", """", ""Higher forex markup fee could deter international usage.""]",3.9,rewardpoints.club,https://rewardpoints.club/library
HDFC Moneyback Plus Credit card,HDFC Bank,HDFC,,"[""Online Shopping"", ""Groceries""]",₹500 + GST,₹500 + GST,"Waived on annual spends of ₹50,000",10X CashPoints on select platforms; 5X CashPoints: 10 per Rs. 150  on EMI spend at merchant locations; 2 CashPoints for every ₹150 spent on other purchases,,"CashPoints can be redeemed for cashback against your statement balance or for vouchers through the HDFC rewards portal.


Redemption value: Each CashPoint is valued at ₹0.25.",500 CashPoints upon payment of the joining fee,500 CashPoints upon payment of the joining fee,,"{""age"": ""21 to 60 years"", ""income"": ""₹25"", ""location"": """", ""employment"": [""Salaried"", ""Self Employed""], ""income_thresholds"": {""salaried_annual_income_threshold"": 240000, ""self_employed_annual_income_threshold"": 600000, ""business_annual_income_threshold"": """"}}",,3.50%,"1% waiver on transactions ₹400-₹5,000 (Max ₹250 per statement cycle)","Earn 10X CashPoints on select platorms, ₹500 gift voucher on quarterly spends of ₹50,000","[""High rewards rate on popular online shopping platforms makes it ideal for regular users."", """", """", ""Welcome bonus provides immediate value upon card activation."", """", """", ""Dining discounts enhance its appeal for food enthusiasts.""]","[""Limited rewards outside specific categories may not appeal to all users."", """", """", ""Higher forex markup fee could deter international usage.""]",3.7,rewardpoints.club,https://rewardpoints.club/library
HDFC Business Moneyback Credit card,HDFC Bank,HDFC,,"[""Utilities"", ""Fuel""]",₹500 + GST,₹500 + GST,"Waived on annual spends of ₹50,001","5% cashback on key business expenses; 4 Reward Points per ₹150 spent online; Earn 10 reward points per Rs. 150 spent on fuel (Maximum 1,000 points in a billing cycle); 2 Reward Points per ₹150 spent offline",,"Redeem Reward Points for cashback against your statement at a rate of 100 Reward Points = ₹20.
Points can also be redeemed for gifts and air miles from an exclusive rewards catalogue.",,,,"{""age"": ""21 to 70 years"", ""income"": ""₹6 lakh per annum (ITR requirement)"", ""location"": """", ""employment"": [""Self Employed""], ""income_thresholds"": {""salaried_annual_income_threshold"": """", ""self_employed_annual_income_threshold"": 600000, ""business_annual_income_threshold"": """"}}",,3.50%,"1% waiver on transactions ₹400-₹5,000 (Max ₹250 per statement cycle)",Earn 4 Reward Points per ₹150 on online spends,"[""High cashback rate of 5% on key business expenses like dining and utility bills."", ""Affordable annual fee with easy waiver conditions for spends exceeding ₹50,000 annually."", ""Milestone benefits provide additional value for high spenders.""]","[""Limited rewards outside specific categories like dining and utility bills."", ""No lounge access or premium travel perks.""]",3.7,rewardpoints.club,https://rewardpoints.club/library
HDFC Swiggy Credit Card,HDFC Bank,HDFC,,"[""Food & Entertainment"", ""Groceries""]",₹500 + GST,₹500 + GST,Waived on annual spends of ₹2 lakh,"10% cashback on Swiggy orders; 5% cashback on online dining, grocery, and entertainment; 1% cashback on all other spends",,Accumulated cashback will be credited into the card statement and adjusted against the outstanding dues.,Complimentary 3 months Swiggy One membership on card activation,Complimentary 3 months Swiggy One membership on card activation,,"{""age"": """", ""income"": """", ""location"": """", ""employment"": [""Salaried"", ""Self Employed""], ""income_thresholds"": {""salaried_annual_income_threshold"": 180000, ""self_employed_annual_income_threshold"": 600000, ""business_annual_income_threshold"": null}}",,3.50%,"1% waiver on transactions ₹400-₹5,000 (Max ₹250 per statement cycle)","Earn 10% cashback on Swiggy app spends (food, Instamart, Dineout, Genie)","[""High cashback rate (10%) on Swiggy transactions makes it the best card for Swiggy users."", ""5% cashback on online dining, groceries, and entertainment adds to the card’s value.""]","[""High annual spend requirement (₹2 lakh) to waive the annual fee."", ""No travel benefits like lounge access.""]",4.2,rewardpoints.club,https://rewardpoints.club/library
HDFC IRCTC Credit Card,HDFC Bank,HDFC,,"[""Travel""]",₹500 + GST,₹500 + GST,Waived on annual spends of ₹1.5 lakh,"5% value back on IRCTC bookings; 5 reward points per Rs. 100 spent on IRCTC website & Rail Connect App; 1% back on groceries, dining, and other categories",,,₹500 worth of IRCTC travel vouchers upon first transaction,₹500 worth of IRCTC travel vouchers upon first transaction,8 complimentary railway lounge accesses per year,"{""age"": """", ""income"": """", ""location"": """", ""employment"": [""Salaried"", ""Self Employed""], ""income_thresholds"": {""salaried_annual_income_threshold"": 300000, ""self_employed_annual_income_threshold"": 600000, ""business_annual_income_threshold"": """"}}",,3.50%,"1% waiver on transactions ₹400-₹5,000 (Max ₹250 per statement cycle)",Earn 5 Reward Points per ₹100 on IRCTC bookings and complimentary railway lounge accesses annually.,"[""5% value back on IRCTC bookings makes it ideal for railway travelers."", """", """", ""8 complimentary railway lounge accesses per year enhance the travel experience."", """", """", ""Low annual fee that can be waived with moderate spending.""]","[""Limited cashback categories outside of IRCTC bookings."", """", """", ""No airport lounge access or international travel benefits""]",3.9,rewardpoints.club,https://rewardpoints.club/library
HDFC Shoppers Stop Regular Credit card,HDFC Bank,HDFC,,"[""Online Shopping""]",₹299 + GST,₹299 + GST,Waived on annual spends of ₹1.5 lakh,Up to 3% value back on Shoppers Stop purchases; 1% back on other spend,,"Cashback is credited as reward points, which can be redeemed at Shoppers Stop for future purchases.",₹500 worth of Shoppers Stop vouchers upon first transaction,₹500 worth of Shoppers Stop vouchers upon first transaction,,"{""age"": ""21 to 60 years"", ""income"": ""₹20"", ""location"": """", ""employment"": [""Salaried"", ""Self Employed""], ""income_thresholds"": {""salaried_annual_income_threshold"": 300000, ""self_employed_annual_income_threshold"": 600000, ""business_annual_income_threshold"": """"}}",,3.50%,"1% waiver on transactions ₹400-₹5,000 (Max ₹250 per statement cycle)",3% reward points on Shoppers Stop purchases (up to ₹500/month) and Shoppers Stop Silver Edge membership,"[""Up to 6% value back on Shoppers Stop purchases makes it ideal for frequent shoppers."", """", ""Low annual fees.""]","[""Limited cashback categories outside of Shoppers Stop purchases."", """", """", ""Cashback is locked to reward points usable at Shoppers Stop."", """", """", ""No travel or international benefits.""]",3.9,rewardpoints.club,https://rewardpoints.club/library
HDFC Rupay Credit Card,HDFC Bank,HDFC,,"[""Utilities"", ""Groceries""]",₹99 + GST,₹99 + GST,"Waived on annual spends of ₹25,000 in the previous year","3% CashPoints: On PayZapp transactions, groceries, supermarket and dining spends, up to 500 points per month; 2% CashPoints: On utility spends, up to 500 points per month; 1% CashPoints: On all other purchase up to 500 points per month",,"CashPoints can be redeemed against your statement balance or for vouchers through HDFC Bank’s rewards portal.


Redemption value: 1 CashPoint = ₹0.25.",Gift voucher worth ₹250 on card activation within 37 days and payment of joining fee,Gift voucher worth ₹250 on card activation within 37 days and payment of joining fee,,"{""age"": ""21 to 60 years"", ""income"": """", ""location"": """", ""employment"": [""Salaried"", ""Self Employed""], ""income_thresholds"": {""salaried_annual_income_threshold"": """", ""self_employed_annual_income_threshold"": """", ""business_annual_income_threshold"": """"}}",,3.50%,No fuel surcharge applicable on UPI payments,"Earn 3% CashPoints on groceries, supermarkets, dining, and PayZapp transactions and 2% on utility bills","[""Secure payment network with RuPay benefits."", """", """", ""Attractive rewards structure for groceries and dining spends."", """", """", ""UPI integration enhances convenience.""]","[""Limited rewards outside specific categories may not appeal to all users."", """", """", ""No lounge access or international travel benefits""]",3.6,rewardpoints.club,https://rewardpoints.club/library
