card_name,issuing_bank,issuing_bank_raw,card_network,categories,joining_fee,annual_fee,fee_waiver_condition,reward_rate,reward_structure,redemption_options,welcome_benefits,milestone_benefits,lounge_access,eligibility,interest_rate_apr,forex_markup,other_charges,key_features,pros,cons,rating,source_site,source_url
SBI Air India Signature credit card,SBI Card,SBI,,[],4999,,,NA,"[{""child"": ""Earn 4 Reward Points per ₹100 spent"", ""name"": ""Base Rewards""}, {""child"": ""Earn 10 Reward Points per ₹100 spent"", ""name"": ""Air India Bookings""}, {""child"": "" No Reward Points on this category."", ""name"": ""Rent""}, {""child"": "" No Reward Points on this category."", ""name"": ""Wallets""}, {""child"": "" No Reward Points on this category."", ""name"": ""Fuel""}, {""child"": "" No Reward Points on this category."", ""name"": ""Government""}, {""child"": "" No Reward Points on this category."", ""name"": ""EMI""}]","[{""title"": "" Discover Reward Points Redemption Options"", ""subtitle"": ""To explore the full range of redemption options for this card, download the SaveSage Club app now."", ""barCodeImageUrl"": ""/"", ""appUrl"": ""https://savesage.co/ZH8bLjZqSPb""}]",,"[{""milestoneNumber"": 1, ""spent"": 0, ""cycleType"": ""STATEMENT"", ""benefits"": ""20,000 RPs"", ""milestoneType"": ""YEAR""}, {""milestoneNumber"": 2, ""spent"": 1, ""cycleType"": ""STATEMENT"", ""benefits"": ""Anniversary gift of 5,000 Reward points every year"", ""milestoneType"": ""YEAR""}, {""milestoneNumber"": 3, ""spent"": 500000, ""cycleType"": ""STATEMENT"", ""benefits"": ""20,000 RPs."", ""milestoneType"": ""YEAR""}, {""milestoneNumber"": 4, ""spent"": 1000000, ""cycleType"": ""STATEMENT"", ""benefits"": ""30,000 RPs."", ""milestoneType"": ""YEAR""}, {""milestoneNumber"": 5, ""spent"": 2000000, ""cycleType"": ""STATEMENT"", ""benefits"": ""50,000 RPs."", ""milestoneType"": ""YEAR""}]","[{""maintitle"": ""Domestic lounge"", ""limit"": [""8 per year""], ""eligibility"": [""No explicit spend condition""]}]",,,,"[{""mainTitle"": ""Insurance"", ""child"": ""Lost Card Liability""}]","[""Lost Card Liability""]",,,,savesage.club,https://savesage.club/credit-card/sbi-air-india-signature
SBI Club Vistara Prime credit card,SBI Card,SBI,,[],2999,,,NA,"[{""child"": ""Earn 4 Reward Points per ₹200 spent"", ""name"": ""Base Rewards""}, {""child"": ""Earn 4 Reward Points per ₹200 spent"", ""name"": ""Utilities""}, {""child"": ""Earn 4 Reward Points per ₹200 spent"", ""name"": ""Fuel""}, {""child"": "" No Reward Points on this category."", ""name"": ""Wallets""}, {""child"": "" No Reward Points on this category."", ""name"": ""Rent""}, {""child"": "" No Reward Points on this category."", ""name"": ""EMI""}, {""child"": "" No Reward Points on this category."", ""name"": ""Government""}]","[{""title"": "" Discover Reward Points Redemption Options"", ""subtitle"": ""To explore the full range of redemption options for this card, download the SaveSage Club app now."", ""barCodeImageUrl"": ""/"", ""appUrl"": ""https://savesage.co/ZH8bLjZqSPb""}]",,"[{""milestoneNumber"": 1, ""spent"": 800000, ""cycleType"": ""STATEMENT"", ""benefits"": ""E-Voucher from Yatra worth Rs. 10,000"", ""milestoneType"": ""YEAR""}]","[{""maintitle"": ""Domestic lounge"", ""limit"": [""8 per year""], ""eligibility"": [""No explicit spend condition""]}]",,,,"[{""mainTitle"": ""Insurance"", ""child"": ""Air Accident Cover""}]","[""Air Accident Cover""]",,,,savesage.club,https://savesage.club/credit-card/sbi-club-vistara-prime
SBI IRCTC Premier credit card,SBI Card,SBI,,"[""Brand Wallet"", ""Catalogue Products""]",1499,,,2% to 3%,"[{""child"": ""Earn 1 Reward Points per ₹125 spent"", ""name"": ""Base Rewards""}, {""child"": ""Earn 10 Reward Points per ₹125 spent"", ""name"": ""IRCTC (AC1, AC2, AC3, AC CC)""}, {""child"": ""Earn 5 Reward Points per ₹125 spent"", ""name"": ""IRCTC - Air""}, {""child"": ""Earn 5 Reward Points per ₹125 spent"", ""name"": ""IRCTC - E-catering""}, {""child"": ""Earn 3 Reward Points per ₹125 spent"", ""name"": ""Dining""}, {""child"": ""Earn 3 Reward Points per ₹125 spent"", ""name"": ""Utilities""}, {""child"": "" No Reward Points on this category."", ""name"": ""Rent""}, {""child"": "" No Reward Points on this category."", ""name"": ""EMI""}, {""child"": "" No Reward Points on this category."", ""name"": ""Wallets""}, {""child"": "" No Reward Points on this category."", ""name"": ""Fuel""}, {""child"": "" No Reward Points on this category."", ""name"": ""Government""}, {""child"": "" No Reward Points on this category."", ""name"": ""Jewellery""}]","[{""title"": "" Discover Reward Points Redemption Options"", ""subtitle"": ""To explore the full range of redemption options for this card, download the SaveSage Club app now."", ""barCodeImageUrl"": ""/"", ""appUrl"": ""https://savesage.co/ZH8bLjZqSPb""}]",,"[{""milestoneNumber"": 1, ""spent"": 50000, ""cycleType"": ""STATEMENT"", ""benefits"": ""2,500 bonus RPs."", ""milestoneType"": ""YEAR""}, {""milestoneNumber"": 2, ""spent"": 100000, ""cycleType"": ""STATEMENT"", ""benefits"": ""5,000 bonus RPs."", ""milestoneType"": ""YEAR""}, {""milestoneNumber"": 3, ""spent"": 200000, ""cycleType"": ""STATEMENT"", ""benefits"": ""The renewal fee will be waived."", ""milestoneType"": ""YEAR""}]",[],,,,"[{""mainTitle"": ""Insurance"", ""child"": ""Air Accident Cover""}]","[""Air Accident Cover""]",,,,savesage.club,https://savesage.club/credit-card/sbi-irctc-premier
SBI IRCTC Platinum credit card,SBI Card,SBI,,"[""Brand Wallet"", ""Catalogue Products""]",500,,,1% to 2%,"[{""child"": ""Earn 1 Reward Points per ₹125 spent"", ""name"": ""Base Rewards""}, {""child"": ""Earn 10 Reward Points per ₹125 spent"", ""name"": ""IRCTC (AC1, AC2, AC3, AC CC)""}, {""child"": "" No Reward Points on this category."", ""name"": ""Utilities""}, {""child"": "" No Reward Points on this category."", ""name"": ""Wallets""}, {""child"": "" No Reward Points on this category."", ""name"": ""EMI""}, {""child"": "" No Reward Points on this category."", ""name"": ""Government""}, {""child"": "" No Reward Points on this category."", ""name"": ""Fuel""}, {""child"": "" No Reward Points on this category."", ""name"": ""Jewellery""}, {""child"": "" No Reward Points on this category."", ""name"": ""Rent""}]","[{""title"": "" Discover Reward Points Redemption Options"", ""subtitle"": ""To explore the full range of redemption options for this card, download the SaveSage Club app now."", ""barCodeImageUrl"": ""/"", ""appUrl"": ""https://savesage.co/ZH8bLjZqSPb""}]",,"[{""milestoneNumber"": 1, ""spent"": 500, ""cycleType"": ""STATEMENT"", ""benefits"": ""500 Reward Points"", ""milestoneType"": ""YEAR""}]",[],,,,[],[],,,,savesage.club,https://savesage.club/credit-card/sbi-irctc-platinum
SBI IRCTC credit card,SBI Card,SBI,,[],500,,,NA,"[{""child"": ""Earn 1 Reward Points per ₹125 spent"", ""name"": ""Base Rewards""}, {""child"": ""Earn 10 Reward Points per ₹125 spent"", ""name"": ""Value Back""}, {""child"": "" No Reward Points on this category."", ""name"": ""Rent""}, {""child"": "" No Reward Points on this category."", ""name"": ""Wallets""}, {""child"": "" No Reward Points on this category."", ""name"": ""Fuel""}, {""child"": "" No Reward Points on this category."", ""name"": ""Utilities""}, {""child"": "" No Reward Points on this category."", ""name"": ""Jewellery""}]","[{""title"": "" Discover Reward Points Redemption Options"", ""subtitle"": ""To explore the full range of redemption options for this card, download the SaveSage Club app now."", ""barCodeImageUrl"": ""/"", ""appUrl"": ""https://savesage.co/ZH8bLjZqSPb""}]",,"[{""milestoneNumber"": 1, ""spent"": 30000, ""cycleType"": ""STATEMENT"", ""benefits"": ""Gift vouchers worth ₹500."", ""milestoneType"": ""QUARTER""}, {""milestoneNumber"": 2, ""spent"": 150000, ""cycleType"": ""STATEMENT"", ""benefits"": ""The renewal fee will be waived."", ""milestoneType"": ""YEAR""}]","[{""maintitle"": ""Railway lounge"", ""limit"": [""2 per quarter""], ""eligibility"": [""No explicit spend condition""]}]",,,,[],[],,,,savesage.club,https://savesage.club/credit-card/sbi-irctc
SBI Yatra credit card,SBI Card,SBI,,[],499,,,NA,"[{""child"": ""Earn 10 Reward Points per ₹100 spent"", ""name"": ""Base Rewards""}, {""child"": ""Earn 6 Reward Points per ₹100 spent"", ""name"": ""Grocery""}, {""child"": ""Earn 6 Reward Points per ₹100 spent"", ""name"": ""Departmental Stores""}, {""child"": ""Earn 6 Reward Points per ₹100 spent"", ""name"": ""Dining""}, {""child"": ""Earn 6 Reward Points per ₹100 spent"", ""name"": ""Entertainment""}, {""child"": "" No Reward Points on this category."", ""name"": ""Government""}, {""child"": "" No Reward Points on this category."", ""name"": ""Fuel""}, {""child"": "" No Reward Points on this category."", ""name"": ""Jewellery""}, {""child"": "" No Reward Points on this category."", ""name"": ""Rent""}, {""child"": "" No Reward Points on this category."", ""name"": ""Utilities""}, {""child"": "" No Reward Points on this category."", ""name"": ""Wallets""}, {""child"": "" No Reward Points on this category."", ""name"": ""EMI""}]","[{""title"": "" Discover Reward Points Redemption Options"", ""subtitle"": ""To explore the full range of redemption options for this card, download the SaveSage Club app now."", ""barCodeImageUrl"": ""/"", ""appUrl"": ""https://savesage.co/ZH8bLjZqSPb""}]",,"[{""milestoneNumber"": 1, ""spent"": 100000, ""cycleType"": ""STATEMENT"", ""benefits"": ""The renewal fee will be waived."", ""milestoneType"": ""YEAR""}]",[],,,,"[{""mainTitle"": ""Insurance"", ""child"": ""Air Accident Cover""}]","[""Air Accident Cover""]",,,,savesage.club,https://savesage.club/credit-card/sbi-yatra
SBI Paytm Select credit card,SBI Card,SBI,,[],1499,,,NA,"[{""child"": ""Earn 1 Reward Points per ₹100 spent"", ""name"": ""Base Rewards""}, {""child"": ""Earn 5 Reward Points per ₹100 spent"", ""name"": ""Paytm (Movies and Travel)""}, {""child"": ""Earn 2 Reward Points per ₹100 spent"", ""name"": ""Paytm""}, {""child"": "" No Reward Points on this category."", ""name"": ""Jewellery""}, {""child"": "" No Reward Points on this category."", ""name"": ""Government""}, {""child"": "" No Reward Points on this category."", ""name"": ""Rent""}, {""child"": "" No Reward Points on this category."", ""name"": ""Utilities""}, {""child"": "" No Reward Points on this category."", ""name"": ""Wallets""}, {""child"": "" No Reward Points on this category."", ""name"": ""Fuel""}]","[{""title"": "" Discover Reward Points Redemption Options"", ""subtitle"": ""To explore the full range of redemption options for this card, download the SaveSage Club app now."", ""barCodeImageUrl"": ""/"", ""appUrl"": ""https://savesage.co/ZH8bLjZqSPb""}]",,"[{""milestoneNumber"": 1, ""spent"": 0, ""cycleType"": ""STATEMENT"", ""benefits"": ""Complimentary Paytm First Membership and 750 RPs"", ""milestoneType"": ""YEAR""}, {""milestoneNumber"": 2, ""spent"": 100000, ""cycleType"": ""STATEMENT"", ""benefits"": ""The renewal fee will be waived."", ""milestoneType"": ""YEAR""}, {""milestoneNumber"": 3, ""spent"": 400000, ""cycleType"": ""STATEMENT"", ""benefits"": ""E-Gift vouchers worth ₹2,000 of Bata/Hush,Puppies and Pantaloons."", ""milestoneType"": ""YEAR""}, {""milestoneNumber"": 4, ""spent"": 600000, ""cycleType"": ""STATEMENT"", ""benefits"": ""E-Gift vouchers worth ₹4,000 of Bata/Hush,Puppies and Pantaloons."", ""milestoneType"": ""YEAR""}]","[{""maintitle"": ""Domestic lounge"", ""limit"": [""4 per year""], ""eligibility"": [""No explicit spend condition""]}, {""maintitle"": ""International lounge"", ""limit"": [""2 per quarter""], ""eligibility"": [""""]}]",,,,"[{""mainTitle"": ""Insurance"", ""child"": ""Air Accident Cover""}]","[""Air Accident Cover""]",,,,savesage.club,https://savesage.club/credit-card/sbi-paytm-select
SBI Paytm credit card,SBI Card,SBI,,"[""Experience"", ""Catalogue Products""]",499,,,1% to 2.5%,"[{""child"": ""Earn 1 Reward Points per ₹100 spent"", ""name"": ""Base Rewards""}, {""child"": ""Earn 3 Reward Points per ₹100 spent"", ""name"": ""Paytm (Movies and Travel)""}, {""child"": ""Earn 2 Reward Points per ₹100 spent"", ""name"": ""Paytm""}, {""child"": "" No Reward Points on this category."", ""name"": ""Jewellery""}, {""child"": "" No Reward Points on this category."", ""name"": ""Government""}, {""child"": "" No Reward Points on this category."", ""name"": ""Rent""}, {""child"": "" No Reward Points on this category."", ""name"": ""Utilities""}, {""child"": "" No Reward Points on this category."", ""name"": ""Wallets""}, {""child"": "" No Reward Points on this category."", ""name"": ""Fuel""}]","[{""title"": "" Discover Reward Points Redemption Options"", ""subtitle"": ""To explore the full range of redemption options for this card, download the SaveSage Club app now."", ""barCodeImageUrl"": ""/"", ""appUrl"": ""https://savesage.co/ZH8bLjZqSPb""}]",,[],[],,,,[],[],,,,savesage.club,https://savesage.club/credit-card/sbi-paytm
SBI Aditya Birla Select credit card,SBI Card,SBI,,[],1499,,,NA,"[{""child"": ""Earn 2 Reward Points per ₹200 spent"", ""name"": ""Base Rewards""}, {""child"": ""Earn 20 Reward Points per ₹100 spent"", ""name"": ""Aditya Birla Stores""}, {""child"": ""Earn 10 Reward Points per ₹100 spent"", ""name"": ""Dining""}, {""child"": ""Earn 10 Reward Points per ₹100 spent"", ""name"": ""Hotels""}, {""child"": ""Earn 10 Reward Points per ₹100 spent"", ""name"": ""Entertainment""}, {""child"": "" No Reward Points on this category."", ""name"": ""EMI""}, {""child"": "" No Reward Points on this category."", ""name"": ""Government""}, {""child"": "" No Reward Points on this category."", ""name"": ""Rent""}, {""child"": "" No Reward Points on this category."", ""name"": ""Utilities""}, {""child"": "" No Reward Points on this category."", ""name"": ""Wallets""}, {""child"": "" No Reward Points on this category."", ""name"": ""Fuel""}]","[{""title"": "" Discover Reward Points Redemption Options"", ""subtitle"": ""To explore the full range of redemption options for this card, download the SaveSage Club app now."", ""barCodeImageUrl"": ""/"", ""appUrl"": ""https://savesage.co/ZH8bLjZqSPb""}]",,"[{""milestoneNumber"": 1, ""spent"": 150000, ""cycleType"": ""STATEMENT"", ""benefits"": ""3,000 RPs."", ""milestoneType"": ""YEAR""}, {""milestoneNumber"": 2, ""spent"": 300000, ""cycleType"": ""STATEMENT"", ""benefits"": ""3,000 RPs."", ""milestoneType"": ""YEAR""}]","[{""maintitle"": ""Domestic lounge"", ""limit"": [""4 per year""], ""eligibility"": [""No explicit spend condition""]}]",,,,[],[],,,,savesage.club,https://savesage.club/credit-card/sbi-aditya-birla-select
SBI Aditya Birla credit card,SBI Card,SBI,,"[""Cashback""]",499,,,1% to 5%,"[{""child"": ""Earn 1 Reward Points per ₹200 spent"", ""name"": ""Base Rewards""}, {""child"": ""Earn 10 Reward Points per ₹100 spent"", ""name"": ""Aditya Birla Stores""}, {""child"": ""Earn 5 Reward Points per ₹100 spent"", ""name"": ""Dining""}, {""child"": ""Earn 5 Reward Points per ₹100 spent"", ""name"": ""Entertainment""}, {""child"": ""Earn 5 Reward Points per ₹100 spent"", ""name"": ""Hotels""}, {""child"": "" No Reward Points on this category."", ""name"": ""Government""}, {""child"": "" No Reward Points on this category."", ""name"": ""Wallets""}, {""child"": "" No Reward Points on this category."", ""name"": ""Fuel""}, {""child"": "" No Reward Points on this category."", ""name"": ""Rent""}, {""child"": "" No Reward Points on this category."", ""name"": ""Utilities""}, {""child"": "" No Reward Points on this category."", ""name"": ""EMI""}]","[{""title"": "" Discover Reward Points Redemption Options"", ""subtitle"": ""To explore the full range of redemption options for this card, download the SaveSage Club app now."", ""barCodeImageUrl"": ""/"", ""appUrl"": ""https://savesage.co/ZH8bLjZqSPb""}]",,"[{""milestoneNumber"": 1, ""spent"": 100000, ""cycleType"": ""STATEMENT"", ""benefits"": ""2,000 RPs."", ""milestoneType"": ""YEAR""}, {""milestoneNumber"": 2, ""spent"": 150000, ""cycleType"": ""STATEMENT"", ""benefits"": ""2,000 RPs."", ""milestoneType"": ""YEAR""}]",[],,,,[],[],,,,savesage.club,https://savesage.club/credit-card/sbi-aditya-birla
SBI Doctors IMA credit card,SBI Card,SBI,,"[""Cashback""]",1499,,,0.5% to 1%,"[{""child"": ""Earn 1 Reward Points per ₹100 spent"", ""name"": ""Base Rewards""}, {""child"": ""Earn 5 Reward Points per ₹100 spent"", ""name"": ""Online Travel Agencies""}, {""child"": ""Earn 5 Reward Points per ₹100 spent"", ""name"": ""Doctor's Day (1 July)""}, {""child"": ""Earn 5 Reward Points per ₹100 spent"", ""name"": ""International""}, {""child"": ""Earn 5 Reward Points per ₹100 spent"", ""name"": ""Hospitals""}, {""child"": "" No Reward Points on this category."", ""name"": ""Fuel""}, {""child"": "" No Reward Points on this category."", ""name"": ""EMI""}, {""child"": "" No Reward Points on this category."", ""name"": ""Jewellery""}, {""child"": "" No Reward Points on this category."", ""name"": ""Rent""}, {""child"": "" No Reward Points on this category."", ""name"": ""Government""}, {""child"": "" No Reward Points on this category."", ""name"": ""Wallets""}]","[{""title"": "" Discover Reward Points Redemption Options"", ""subtitle"": ""To explore the full range of redemption options for this card, download the SaveSage Club app now."", ""barCodeImageUrl"": ""/"", ""appUrl"": ""https://savesage.co/ZH8bLjZqSPb""}]",,"[{""milestoneNumber"": 1, ""spent"": 200000, ""cycleType"": ""STATEMENT"", ""benefits"": ""The renewal fee will be waived."", ""milestoneType"": ""YEAR""}, {""milestoneNumber"": 2, ""spent"": 500000, ""cycleType"": ""STATEMENT"", ""benefits"": ""E-Gift Voucher from Yatra.com/Bata/Shoppers Stop worth ₹5,000."", ""milestoneType"": ""YEAR""}]","[{""maintitle"": ""Domestic lounge"", ""limit"": [""1 per quarter""], ""eligibility"": [""No explicit spend condition""]}, {""maintitle"": ""International lounge"", ""limit"": [""2 per quarter""], ""eligibility"": [""N/A""]}]",,,,"[{""mainTitle"": ""Insurance"", ""child"": ""Indemnity Insurance""}]","[""Indemnity Insurance""]",,,,savesage.club,https://savesage.club/credit-card/sbi-doctors-ima
SBI Delhi Metro credit card,SBI Card,SBI,,"[""Travel Booking""]",499,,,2% to 3%,"[{""child"": ""Earn 1 Reward Points per ₹100 spent"", ""name"": ""Base Rewards""}, {""child"": ""Earn 10 Reward Points per ₹100 spent"", ""name"": ""Departmental Stores""}, {""child"": ""Earn 10 Reward Points per ₹100 spent"", ""name"": ""Utilities""}, {""child"": ""Earn 10 Reward Points per ₹100 spent"", ""name"": ""Movies""}, {""child"": ""Earn 10 Reward Points per ₹100 spent"", ""name"": ""Grocery""}, {""child"": ""Earn 10 Reward Points per ₹100 spent"", ""name"": ""Dining""}, {""child"": "" No Reward Points on this category."", ""name"": ""Rent""}, {""child"": "" No Reward Points on this category."", ""name"": ""Fuel""}, {""child"": "" No Reward Points on this category."", ""name"": ""Jewellery""}, {""child"": "" No Reward Points on this category."", ""name"": ""Government""}, {""child"": "" No Reward Points on this category."", ""name"": ""EMI""}, {""child"": "" No Reward Points on this category."", ""name"": ""Wallets""}]","[{""title"": "" Discover Reward Points Redemption Options"", ""subtitle"": ""To explore the full range of redemption options for this card, download the SaveSage Club app now."", ""barCodeImageUrl"": ""/"", ""appUrl"": ""https://savesage.co/ZH8bLjZqSPb""}]",,"[{""milestoneNumber"": 1, ""spent"": 100000, ""cycleType"": ""STATEMENT"", ""benefits"": ""The renewal fee will be waived."", ""milestoneType"": ""YEAR""}]",[],,,,[],[],,,,savesage.club,https://savesage.club/credit-card/sbi-delhi-metro
SBI Mumbai Metro credit card,SBI Card,SBI,,"[""Cashback"", ""Pay by Points""]",499,,,1% to 2%,"[{""child"": ""Earn 1 Reward Points per ₹100 spent"", ""name"": ""Base Rewards""}, {""child"": ""Earn 10 Reward Points per ₹100 spent"", ""name"": ""Utilities""}, {""child"": ""Earn 10 Reward Points per ₹100 spent"", ""name"": ""Mumbai Metro Recharge""}, {""child"": ""Earn 10 Reward Points per ₹100 spent"", ""name"": ""Dining""}, {""child"": ""Earn 10 Reward Points per ₹100 spent"", ""name"": ""Movies""}, {""child"": ""Earn 10 Reward Points per ₹100 spent"", ""name"": ""Grocery""}, {""child"": ""Earn 10 Reward Points per ₹100 spent"", ""name"": ""Departmental Stores""}, {""child"": "" No Reward Points on this category."", ""name"": ""Fuel""}, {""child"": "" No Reward Points on this category."", ""name"": ""EMI""}, {""child"": "" No Reward Points on this category."", ""name"": ""Government""}, {""child"": "" No Reward Points on this category."", ""name"": ""Jewellery""}, {""child"": "" No Reward Points on this category."", ""name"": ""Rent""}, {""child"": "" No Reward Points on this category."", ""name"": ""Wallets""}]","[{""title"": "" Discover Reward Points Redemption Options"", ""subtitle"": ""To explore the full range of redemption options for this card, download the SaveSage Club app now."", ""barCodeImageUrl"": ""/"", ""appUrl"": ""https://savesage.co/ZH8bLjZqSPb""}]",,"[{""milestoneNumber"": 1, ""spent"": 100000, ""cycleType"": ""STATEMENT"", ""benefits"": ""The renewal fee will be waived."", ""milestoneType"": ""YEAR""}]",[],,,,[],[],,,,savesage.club,https://savesage.club/credit-card/sbi-mumbai-metro
SBI Ola Money credit card,SBI Card,SBI,,"[""Experience"", ""Travel Booking"", ""Hotel Transfer""]",0,,,2% to 4%,"[{""child"": ""Earn 1 Reward Points per ₹100 spent"", ""name"": ""Base Rewards""}, {""child"": ""Earn 7 Reward Points per ₹100 spent"", ""name"": ""Ola""}, {""child"": "" No Reward Points on this category."", ""name"": ""Jewellery""}, {""child"": "" No Reward Points on this category."", ""name"": ""Rent""}, {""child"": "" No Reward Points on this category."", ""name"": ""Utilities""}, {""child"": "" No Reward Points on this category."", ""name"": ""Wallets""}, {""child"": "" No Reward Points on this category."", ""name"": ""EMI""}, {""child"": "" No Reward Points on this category."", ""name"": ""Fuel""}, {""child"": "" No Reward Points on this category."", ""name"": ""Government""}]","[{""title"": "" Discover Reward Points Redemption Options"", ""subtitle"": ""To explore the full range of redemption options for this card, download the SaveSage Club app now."", ""barCodeImageUrl"": ""/"", ""appUrl"": ""https://savesage.co/ZH8bLjZqSPb""}]",,"[{""milestoneNumber"": 1, ""spent"": 100000, ""cycleType"": ""STATEMENT"", ""benefits"": ""The renewal fee will be waived."", ""milestoneType"": ""YEAR""}]",[],,,,[],[],,,,savesage.club,https://savesage.club/credit-card/sbi-ola-money
SBI Tata Platinum credit card,SBI Card,SBI,,[],2999,,,NA,"[{""child"": ""Earn 1 Reward Points per ₹100 spent"", ""name"": ""Base Rewards""}, {""child"": ""Earn 5 Reward Points per ₹100 spent"", ""name"": ""Tata Stores""}, {""child"": ""Earn 3 Reward Points per ₹100 spent"", ""name"": ""Movies""}, {""child"": ""Earn 3 Reward Points per ₹100 spent"", ""name"": ""Departmental Stores""}, {""child"": ""Earn 3 Reward Points per ₹100 spent"", ""name"": ""Dining""}, {""child"": ""Earn 3 Reward Points per ₹100 spent"", ""name"": ""Grocery""}, {""child"": ""Earn 3 Reward Points per ₹100 spent"", ""name"": ""International""}, {""child"": ""Earn 2 Reward Points per ₹100 spent"", ""name"": ""Croma""}, {""child"": "" No Reward Points on this category."", ""name"": ""Rent""}, {""child"": "" No Reward Points on this category."", ""name"": ""Fuel""}, {""child"": "" No Reward Points on this category."", ""name"": ""Government""}, {""child"": "" No Reward Points on this category."", ""name"": ""EMI""}, {""child"": "" No Reward Points on this category."", ""name"": ""Utilities""}, {""child"": "" No Reward Points on this category."", ""name"": ""Jewellery""}, {""child"": "" No Reward Points on this category."", ""name"": ""Wallets""}]","[{""title"": "" Discover Reward Points Redemption Options"", ""subtitle"": ""To explore the full range of redemption options for this card, download the SaveSage Club app now."", ""barCodeImageUrl"": ""/"", ""appUrl"": ""https://savesage.co/ZH8bLjZqSPb""}]",,"[{""milestoneNumber"": 1, ""spent"": 400000, ""cycleType"": ""STATEMENT"", ""benefits"": ""E-Gift vouchers worth ₹3,000 from Yatra, Hush Puppies / Bata, Aditya Birla Fashion and Westside."", ""milestoneType"": ""YEAR""}, {""milestoneNumber"": 2, ""spent"": 500000, ""cycleType"": ""STATEMENT"", ""benefits"": ""E-Gift vouchers worth ₹3,000 from Yatra, Hush Puppies / Bata, Aditya Birla Fashion and Westside."", ""milestoneType"": ""YEAR""}]","[{""maintitle"": ""Domestic lounge"", ""limit"": [""8 per year""], ""eligibility"": [""No explicit spend condition""]}]",,,,[],[],,,,savesage.club,https://savesage.club/credit-card/sbi-tata-platinum
SBI FabIndia Select credit card,SBI Card,SBI,,[],1499,,,NA,"[{""child"": ""Earn 2 Reward Points per ₹200 spent"", ""name"": ""Base Rewards""}, {""child"": ""Earn 10 Reward Points per ₹200 spent"", ""name"": ""FabIndia Store""}, {""child"": ""Earn 3 Reward Points per ₹200 spent"", ""name"": ""Movies""}, {""child"": ""Earn 3 Reward Points per ₹200 spent"", ""name"": ""Dining""}, {""child"": ""Earn 3 Reward Points per ₹200 spent"", ""name"": ""Entertainment""}, {""child"": "" No Reward Points on this category."", ""name"": ""Utilities""}, {""child"": "" No Reward Points on this category."", ""name"": ""Wallets""}, {""child"": "" No Reward Points on this category."", ""name"": ""Fuel""}, {""child"": "" No Reward Points on this category."", ""name"": ""Government""}, {""child"": "" No Reward Points on this category."", ""name"": ""EMI""}, {""child"": "" No Reward Points on this category."", ""name"": ""Jewellery""}, {""child"": "" No Reward Points on this category."", ""name"": ""Rent""}]","[{""title"": "" Discover Reward Points Redemption Options"", ""subtitle"": ""To explore the full range of redemption options for this card, download the SaveSage Club app now."", ""barCodeImageUrl"": ""/"", ""appUrl"": ""https://savesage.co/ZH8bLjZqSPb""}]",,"[{""milestoneNumber"": 1, ""spent"": 200000, ""cycleType"": ""STATEMENT"", ""benefits"": ""The renewal fee will be waived."", ""milestoneType"": ""YEAR""}]","[{""maintitle"": ""Domestic lounge"", ""limit"": [""4 per year""], ""eligibility"": [""No explicit spend condition""]}]",,,,[],[],,,,savesage.club,https://savesage.club/credit-card/sbi-fabindia-select
SBI FabIndia credit card,SBI Card,SBI,,[],499,,,NA,"[{""child"": ""Earn 1 Reward Points per ₹100 spent"", ""name"": ""Base Rewards""}, {""child"": ""Earn 5 Reward Points per ₹100 spent"", ""name"": ""FabIndia Store""}, {""child"": ""Earn 2 Reward Points per ₹100 spent"", ""name"": ""Dining""}, {""child"": ""Earn 2 Reward Points per ₹100 spent"", ""name"": ""Movies""}, {""child"": ""Earn 2 Reward Points per ₹100 spent"", ""name"": ""Entertainment""}, {""child"": "" No Reward Points on this category."", ""name"": ""Rent""}, {""child"": "" No Reward Points on this category."", ""name"": ""EMI""}, {""child"": "" No Reward Points on this category."", ""name"": ""Utilities""}, {""child"": "" No Reward Points on this category."", ""name"": ""Wallets""}, {""child"": "" No Reward Points on this category."", ""name"": ""Fuel""}, {""child"": "" No Reward Points on this category."", ""name"": ""Government""}, {""child"": "" No Reward Points on this category."", ""name"": ""Jewellery""}]","[{""title"": "" Discover Reward Points Redemption Options"", ""subtitle"": ""To explore the full range of redemption options for this card, download the SaveSage Club app now."", ""barCodeImageUrl"": ""/"", ""appUrl"": ""https://savesage.co/ZH8bLjZqSPb""}]",,"[{""milestoneNumber"": 1, ""spent"": 100000, ""cycleType"": ""STATEMENT"", ""benefits"": ""The renewal fee will be waived.Gift vouchers worth ₹750 from Aditya Birla Fashion / Urban Ladder / Yatra / BATA / Hush Puppies."", ""milestoneType"": ""YEAR""}]",[],,,,[],[],,,,savesage.club,https://savesage.club/credit-card/sbi-fabindia
