card_name,issuing_bank,issuing_bank_raw,card_network,categories,joining_fee,annual_fee,fee_waiver_condition,reward_rate,reward_structure,redemption_options,welcome_benefits,milestone_benefits,lounge_access,eligibility,interest_rate_apr,forex_markup,other_charges,key_features,pros,cons,rating,source_site,source_url
Axis Bank Vistara Signature Credit Card,Axis Bank,Best Axis Bank,,"[""Best Axis Bank"", ""Best Axis Bank Credit Cards"", ""Best Credit Cards To Earn Club Vistara Points India"", ""Best Credit Cards in India Providing Club Vistara Membership""]","Rs. 3,000 + GST","Rs. 3,000 + GST",N/A,,Air Miles,"Club Vistara Points can be spent on booking award flights, class upgrades, or against any seat reservation under the Vistara Cash + Points program (1 CV Point = Rs. 0.20)",,"You can earn 3,000 Bonus (Club Vistara) CV Points and up to 4 Premium Economy Class air tickets in a year on achieving the stipulated spends milestones. Refer to the following table to understand this more clearly:","{""domestic"": ""Complimentary access to domestic lounges up to 2 times in a quarter"", ""international"": ""N/A""}",The following table highlights the eligibility criteria that need to be fulfilled in order to apply for Axis Bank Vistara Signature Credit Card-,3.6% per month (52.86% per annum),3.5% of the transaction amount,1% of transaction amount | 2.5% of the amount withdrawn (subject to a minimum charge of Rs. 500) | Nil,"Complimentary Premium Economy Class air ticket voucher as a welcome benefit. Complimentary Club Vistara Silver Membership. 3 Rounds of Golf at some of India’s most premium Golf destinations. Complimentary domestic airport lounge access at select airports across India (max 2 per quarter). 4 Club Vistara (CV) Points for every Rs 200 spent with the Axis Bank Vistara Signature Credit Card. 25% discount up to Rs. 800 at various restaurants across India with Axis Bank’s EazyDiner Program. Comprehensive insurance benefits including purchase protection upto Rs. 1 Lakh, cover for loss of travel documents, loss or delay of check-in baggage. Bonus CV Points and up to 4 Premium Economy tickets on achieving the pre-defined spends.",[],[],,cardinsider.com,https://cardinsider.com/axis-bank/axis-bank-vistara-signature-credit-card/
Axis Bank My Zone Easy Credit Card,Axis Bank,Best Axis Bank,,"[""Best Axis Bank"", ""Best Axis Bank Credit Cards""]",₹500 + GST,₹500 + GST,N/A,,Reward Points,The earned Edge Rewards can be redeemed at the Edge Rewards portal at a rate of 1 RP = Re. 0.20.,,,"{""domestic"": ""N/A"", ""international"": ""N/A""}","The eligibility criteria that need to be fulfilled in order to get approved for the Axis My Zone Easy Credit Card is as follows: You should have a fixed deposit of Rs. 20,000 or more in the Axis Bank. Your age should be above 18 years.",3.75% Per Month (55.55% Yearly),3.5% of the total transaction amount,"1% fuel surcharge waiver on all fuel transactions between Rs. 400 and Rs. 4,000. | 2.5% of the withdrawn amount, subject to a minimum of Rs. 500. | Nil","A secured credit card. 4 Edge Reward Points on every Rs. 200 spent. Up to Rs. 1,000 discount every year on movie tickets. Minimum 15% discount on dining. 1% Fuel surcharge waiver on all fuel transactions. Zero liability protection against lost/stolen card. Withdraw cash up to your credit limit.",[],[],,cardinsider.com,https://cardinsider.com/axis-bank/axis-my-zone-easy-credit-card/
Axis Bank SuperMoney RuPay Credit Card,Axis Bank,Best Axis Bank,RuPay,"[""Best Axis Bank"", ""Best Axis Bank Credit Cards"", ""Best Fintech Credit Cards in India""]",Lifetime Free,Lifetime Free,N/A,,Cashback,Cashback is Credited Against Statement at a 1:1 Ratio,,,"{""domestic"": ""N/A"", ""international"": ""N/A""}",,55.55% Per Annum,3.50%,"1% Waiver for Fuel Transactions Between ₹400 and ₹4,000. Maximum Waiver of ₹400 Each Statement Cycle | 2.5% or ₹500, Whichever is Higher | N/A","Axis Bank super.money RuPay Credit Card is a dedicated card for UPI rewards. This is a co-branded credit card between Axis Bank and super.money, which is a Flipkart backed company. Cardholders will earn 3% cashback on UPI spends and 1% cashback on all other non-UPI online transactions, as well as physical card spends. A free physical card is provided.","[""The Axis super.money Credit Card is a lifetime free offering."", ""1% cashback on all non-UPI spending made with the card.""]","[""There are no lounge access or travel benefits offered with this card."", ""Cashback on super.money UPI spends is restricted and depends on how much cashback you earn from other UPI and non-UPI transactions.""]",,cardinsider.com,https://cardinsider.com/axis-bank/axis-supermoney-rupay-credit-card/
Fibe Axis Bank RuPay Credit Card,Axis Bank,Best Axis Bank,RuPay,"[""Best Axis Bank"", ""Best Axis Bank Credit Cards""]",Nil,Nil,N/A,,Cashback,Direct Cashback,,,"{""domestic"": ""1 Complimentary Domestic Lounge Access Every Quarter"", ""international"": ""N/A""}",You should fulfil the following criteria to be eligible for this credit card. Applicants should be between the ages of 18 and 70 years. Applicant must be a resident of India.,3.6% Per Month (52.86% Yearly),3.5% of the Transaction Amount,1% up to Rs. 400 | 2.5% of the Transaction Amount or a Minimum of Rs. 500 | N/A,This is a lifetime free credit card. You get 4 complimentary domestic lounge access with this card. Earn up to 3% on eligible spends.,"[""Make seamless UPI transactions with this credit card."", ""Enjoy 3% cashback on entertainment, commute and food delivery.""]","[""No welcome benefits are provided with this card."", ""This card offers an introductory cashback on a few categories.""]",,cardinsider.com,https://cardinsider.com/axis-bank/fibe-axis-bank-rupay-credit-card/
Flipkart Axis Bank Credit Card,Axis Bank,Best Axis Bank,,"[""Best Axis Bank"", ""Best Axis Bank Credit Cards"", ""Best Cashback Credit Cards in India"", ""Best Co-Branded Credit Cards"", ""Best Credit Cards for Grocery Shopping in India"", ""Best Online Shopping Credit Cards India"", ""Top 20 Best Credit Cards in India 2026""]",FIRST YEAR FREE (Limited Time Only),₹500 + GST,Annual fee waived on spends of Rs. 3.5 lakhs,,Cashback,N/A,,,"{""domestic"": ""N/A"", ""international"": ""N/A""}","Salaried individuals with a monthly income of ₹15,000 or more and self-employed individuals who earn more than ₹30,000 monthly can easily get the Flipkart Axis Credit Card. You can apply for the Flipkart Axis Bank Credit Card online with CardInsider. All you have to do is follow these simple steps. Click on the “Apply Now” button on your screen, Enter all the necessary details and upload all the documents required to submit the application Submit your application.",3.75% Per Month (55.55% annually),3.50%,"1% surcharge for fuel purchases between Rs. 400 & Rs. 4,000 (max waiver capped at Rs. 400/month). | 2.5% (Minimum of ₹500) | Nil","Welcome gifts worth ₹350. 5% cashback on Flipkart and ClearTrip. 7.5% cashback on Myntra. 4% cash back on preferred partners, including Swiggy, Uber, PVR, and cult.fit 1% cashback on all other retail spends (with a few exceptions). 1% fuel surcharge waiver across petrol pumps in India for purchases worth ₹400 and ₹4,000. The maximum waiver is ₹400 per statement cycle.","[""Flipkart Axis Bank Credit Card offers a very good reward rate of 5% on all spends on the e-commerce website Flipkart. Apart from Flipkart, you also get a good reward rate of 4% on spends at partner merchants, including famous names like Swiggy, Uber, PVR, and cult.fit."", ""Another advantage of the Flipkart Axis Credit Card limit is that the card rewards you with cashback, which is directly adjusted against the card’s statement balance every month. Also, there is no upper limit on the amount of cashback that can be earned on the Flipkart Axis Bank Credit Card in a given month.""]","[""Flipkart Axis Bank Credit Card is definitely one of the best credit cards as far as online shopping is concerned, mainly if you prefer Flipkart for most of your purchases. You also get a cashback of 4% on online food delivery via Swiggy and on Uber rides. However, if you are someone who loves shopping offline at shopping malls or other small retail stores, Flipkart Axis Card is not the best pick for you as you get a cashback of 1% on offline spends."", ""Flipkart Axis Bank Credit Card does not offer any insurance benefits like air accident cover or cover against loss/delay of luggage.""]",,cardinsider.com,https://cardinsider.com/axis-bank/flipkart-axis-bank-credit-card/
Flipkart Axis Bank Super Elite Credit Card,Axis Bank,Best Axis Bank,,"[""Best Axis Bank"", ""Best Axis Bank Credit Cards""]",Rs. 500 + GST,Rs. 500 + GST,The annual fee is waived on spending Rs. 2 lakhs or more in the previous year.,,Reward Points,The SuperCoins can be redeemed against Flipkart purchases and various gift voucher options available on Flipkart. 1 Super Coin = Re. 1.,,,"{""domestic"": ""N/A"", ""international"": ""N/A""}",The eligibility requirements that one needs to fulfill in order to get approved for the Flipkart Axis Bank Super Elite Credit Card are mentioned below: The applicant’s age should be a minimum of 18 years and should not be above 70 years. The applicant should have a stable source of income. The applicant should either be a resident of India or a non-resident Indian. The applicant should be having a decent credit score.,3.75% Per Month (55.55% Per Year),3.5% of the total transaction amount,1% fuel surcharge waiver on all fuel transactions | 2.5% of the withdrawn amount subject to a minimum of Rs. 500 | Nil,500 bonus SuperCoins on card activation. 15% off flight tickets on bookings via Flipkart Flights. Get Rs. 500 off on select Myntra items on a minimum purchase of Rs. 2999. Complimentary Gaana trial membership for three months. Plus members get 12 SuperCoins more on purchasing with Flipkart. 30% off on the first medicine order from Flipkart health. Spend-based waiver of the annual membership fee. 1% fuel surcharge waiver.,"[""There are a variety of welcome benefits provided with this card, from 500 SuperCoins to complimentary trial memberships of Youtube Premium."", ""This card is highly beneficial to avid Flipkart shoppers as it offers excellent rewards on spends with Flipkart.""]","[""With this card, you shall not be able to avail any insurance benefits."", ""There is no domestic or international lounge access with this credit card.""]",,cardinsider.com,https://cardinsider.com/axis-bank/flipkart-axis-bank-super-elite-credit-card/
Google Pay Flex Axis Bank Credit Card,Axis Bank,Best Axis Bank,RuPay,"[""Best Axis Bank"", ""Best Axis Bank Credit Cards""]",Lifetime Free,Lifetime Free,N/A,,Reward Points,Redeem Stars for Payments Via Google Pay,,,"{""domestic"": ""N/A"", ""international"": ""N/A""}",,3.75% (Annually – 55.55%),3.50%,N/A | 2.5% (Minimum ₹500) | N/A,"Google Pay Flex Axis Bank Credit Card is a co-branded offering. This card comes on the RuPay network and can be used to make UPI payments. There are zero annual or joining charges with this card. Cardholders shall earn Rewards in the form of Stars with this card, which can be redeemed while making payments with Google Pay.","[""Even though this is a lifetime free offering, there are welcome benefits worth ₹500 with this card.""]","[""The reward structure of this card is quite confusing, even involving several promotional offers that are subject to change.""]",,cardinsider.com,https://cardinsider.com/axis-bank/google-pay-flex-axis-bank-credit-card/
IKEA Family Credit Card by Axis Bank,Axis Bank,Best Axis Bank,Diners,"[""Best Axis Bank"", ""Best Axis Bank Credit Cards""]",Nil,Nil,N/A,,Reward Points,Exclusive SMS-Based Redemption on IKEA Purchases,,,"{""domestic"": ""N/A"", ""international"": ""N/A""}",,3.6% Monthly (52.86% Annually),3.50%,"1% Fuel Surcharge Waiver on Transactions Between ₹400 to ₹5,000 | 2.5% (Minimum ₹500) | N/A",This is a lifetime free credit card most suited for those who like to shop at IKEA India. 3 EDGE Reward Points/₹100 spent on IKEA purchases.,[],"["""", """"]",,cardinsider.com,https://cardinsider.com/axis-bank/ikea-family-credit-card-by-axis-bank/
IndianOil Axis Bank RuPay Credit Card,Axis Bank,Best Axis Bank,RuPay,"[""Best Axis Bank"", ""Best Axis Bank Credit Cards"", ""Best Fuel Credit Cards in India""]",Rs. 500 + GST,Rs. 500 + GST,Renewal Fee Waived on Annual Spending of Rs. 3.5 Lakh,,Reward Points,Reward Points redeemable for shopping/travel vouchers and products (from the given product catalog) on Axis Bank EDGE Rewards Portal.,,,"{""domestic"": ""N/A"", ""international"": ""N/A""}",The eligibility requirements that the applicants need to fulfill in order to get approved for the IndianOil Axis Bank Card are as follows: The cardholder must be an Indian resident or an NRI. The age of the primary cardholder must be between 18 years and 70 years. Add-on cardholder(s) must be over 15 years of age.,3.75% Per Month (55.55% Per Annum),3.50%,"1% Fuel Surcharge Waived for Transactions Between Rs. 400 and Rs. 4,000 | 2.5% of the Total Transaction Amount (Minimum Rs. 500) | Nil","100% value up to 1,250 EDGE Reward Points on first fuel transactions made within 30 days of card issuance. 20 Reward Points on every Rs 100 spent at IOCL petrol pumps. 5 Reward Points on every Rs. 100 spent on online shopping. 1 EDGE Point per Rs. 100 on all other spends with the card. Instant discount of up to 10% on movie tickets on Book My Show. Up to 15% discount up to Rs. 500 on dining bills at partner restaurants under the Axis Bank EazyDiner Program. 1% fuel surcharge waived at all fuel stations across India. Renewal fee waived off on annual spends of Rs. 3.5 lakh.","[""The card is best suited for transactions at petrol stations, offering excellent cashback on fuel, a daily necessity."", ""Get 10% off on movie tickets made with BookMyShow.""]","[""While this card is great for cashback on fuel transactions, it does not provide any travel benefits."", ""You won’t receive a significant welcome benefit, only 1,250 EDGE Reward Points worth ₹250 (maximum).""]",,cardinsider.com,https://cardinsider.com/axis-bank/indian-oil-axis-bank-credit-card/
IndianOil Axis Bank Premium Credit Card,Axis Bank,Best Axis Bank,RuPay,"[""Best Axis Bank"", ""Best Axis Bank Credit Cards"", ""Best Credit Cards for IHG Hotels and Resorts in India"", ""Best Fuel Credit Cards in India"", ""Top 20 Best Credit Cards in India 2026""]","₹1,000 + GST","₹1,000 + GST",Annual Fee Waiver on Spends of ₹1 Lakh or More,,Reward Points,EDGE Miles Can Be Redeemed for Fuel (1 EDGE Mile = ₹1). These Can Also Be Converted to Partner Points (1:1),,,"{""domestic"": ""2 Free Lounge Visits Each Quarter"", ""international"": ""N/A""}",,3.75% Monthly (55.55% Annually),3.50%,1% Waiver on Fuel Transactions | 2.5% (Minimum ₹500) | N/A,"The IndianOil Axis Premium Credit Card is most suited for fuel expenses. This card offers spend-based airport lounge access. You can avail of a 30% discount on food orders with Zomato. Apart from fuel, this card also offers accelerated 2X EDGE Miles for grocery spends.",[],"["""", """"]",,cardinsider.com,https://cardinsider.com/axis-bank/indianoil-axis-bank-premium-credit-card/
IndiGo Axis Bank Credit Card,Axis Bank,Best Axis Bank,RuPay,"[""Best Axis Bank"", ""Best Axis Bank Credit Cards"", ""Best Co-Branded Airline Credit Cards"", ""Best Credit Cards for IndiGo BluChips""]",₹799 + GST,₹799 + GST,N/A,,Air Miles,IndiGo BluChips Can Be Redeemed On IndiGo Flights,,,"{""domestic"": ""1 Domestic Lounge Visit Per Quarter"", ""international"": ""N/A""}",,3.75% Per Month (55.55% Per Annum),3.50%,N/A | 2.5% Of Transaction Amount (Minimum ₹500) | N/A,This is an airline co-branded credit card. Those who often fly with IndiGo can earn accelerated BluChips with this card. Cardholders can access domestic airport lounges with this card.,"[""This is an affordable credit card, as it comes with a joining and annual fee of ₹799 + GST. Those who frequently travel with IndiGo can benefit from this low-cost option while earning BluChips on their spends.""]","[""Domestic airport lounge access is spend-based with this card, and there is no international airport lounge access with it.""]",,cardinsider.com,https://cardinsider.com/axis-bank/indigo-axis-bank-credit-card/
IndiGo Axis Bank Premium Credit Card,Axis Bank,Best Axis Bank,,"[""Best Axis Bank"", ""Best Axis Bank Credit Cards"", ""Best Co-Branded Airline Credit Cards"", ""Best Credit Cards for IndiGo BluChips""]","₹5,000 + GST","₹5,000 + GST",N/A,,Air Miles,IndiGo BluChips Can Be Redeemed On IndiGo Flights,,"On reaching spending milestones, cardholders shall be eligible for BluChips vouchers. This is a great feature for all those with high annual spends. Spends on the following categories shall not be counted towards milestone spends. Government Services EMIs Insurance Services Utility Services (Including telecom) Rental Payments Wallet Fuel Jewelry","{""domestic"": ""2 Domestic Lounge Visits Per Quarter"", ""international"": ""2 International Lounge Visits Per Calendar Year""}",,3.75% Per Month (55.55% Per Annum),2.50%,N/A | 2.5% Of Transaction Amount (Minimum ₹500) | N/A,"The IndiGo Axis Bank Premium Credit Card is a co-branded airline credit card designed for frequent IndiGo travellers. This card can be availed at an annual charge of ₹5,000 + GST. The cardholder shall earn 7 IndiGo BluChips per ₹100 spent on IndiGo channels, 3 IndiGo BluChips per ₹100 spent on grocery and hotel categories, and 2 IndiGo BluChips per ₹100 spent on all other eligible spends.","[""Usually, airline co-branded credit cards focus mainly on travel benefits. However, this card also offers entertainment perks, including a BOGO offer on movie ticket bookings through BookMyShow.""]","[""IndiGo BluChips can be redeemed only on IndiGo flights, which limits flexibility compared to cards that offer multiple airline or hotel transfer partners.""]",,cardinsider.com,https://cardinsider.com/axis-bank/indigo-axis-bank-premium-credit-card/
Samsung Axis Bank Infinite Credit Card,Axis Bank,Best Axis Bank,,"[""Best Axis Bank"", ""Best Axis Bank Credit Cards""]","₹5,000 + GST","₹5,000 + GST","The Annual fee of Rs. 5,000 is waived on spending Rs. 7 Lakh or more in the previous year.",,Cashback,EDGE REWARDS Points are redeemable at the Axis EDGE REWARDS portal where 1 Edge Reward = Re. 0.20. EDGE Points can also be transferred to partner Airlines/Hotels Rewards Program.,,,"{""domestic"": ""8 complimentary domestic airport lounge visits every year."", ""international"": ""Priority Pass Membership With 6 Complimentary International Airport Lounge Visits Each Year""}",The following are the eligibility criteria that have to be fulfilled by the applicant when applying for the Samsung Axis Infinite card: The applicant should be between 18 years and 70 years of age. The applicant must be an Indian Resident. The applicant should have a good and stable income.,3.75% Per Month (55.55% Per Annum),3.5% of the transaction amount,"1% fuel surcharge waiver on fuel transactions between Rs. 400 and Rs. 5,000 (caped at Rs. 500 in a month). | 2.5% of the amount withdrawn or flat Rs. 500. | ₹99 + GST","30,000 EDGE Reward Points as a welcome benefit. Up to 15 EDGE Reward Points for every spend of ₹100. 10% cashback on all Samsung purchases. Complimentary access to International as well as Domestic Airport Lounges. Complimentary 1-year EazyDiner Membership. Up to 25% off on Dining bills with Axis Dining Delights. 1% fuel surcharge waiver.",[],[],,cardinsider.com,https://cardinsider.com/axis-bank/samsung-axis-bank-infinite-credit-card/
Samsung Axis Bank Signature Credit Card,Axis Bank,Best Axis Bank,,"[""Best Axis Bank"", ""Best Axis Bank Credit Cards""]",₹500 + GST,₹500 + GST,The annual fee of Rs. 500 is waived on spending Rs. 2 lakhs or more in the previous anniversary year.,,Cashback,"Cashback is Provided Against Statements, and EDGE Rewards can be Redeemed for Multiple Options such as Statement Cash or Vouchers. 1 Edge Reward = ₹0.20.",,,"{""domestic"": ""4 Complimentary Domestic Lounge Access Every Year. Visits are Unlocked on Spends of ₹50,000 in the Previous Quarter"", ""international"": ""N/A""}",The following are the eligibility criteria that an individual needs to fulfill to get approved for the Samsung Signature Credit card by Axis Bank: The primary cardholder’s age should be between 18 years and 70 years. The supplementary cardholder must be above 18 years of age. The applicant should have a stable source of income. The applicant should be an Indian resident.,3.75% Per Month,3.50%,"1% Waiver on Fuel Purchases Made Between ₹400 and ₹5,000 | 2.5% of the withdrawn amount subject to a minimum of Rs. 500. | ₹99 + GST","Welcome benefits of 2,500 bonus Edge Rewards. 10% cashback on all Samsung purchases. 10 Edge Rewards on every ₹100 spent on partnered brands. 5 Edge Rewards on every ₹100 spent elsewhere. Complimentary domestic lounge access every year. 1% fuel surcharge waiver on all fuel transactions.","[""The card comes with an affordable joining fee and an annual fee of ₹500 + GST."", ""All those who make frequent Samsung purchases and make the most from this card.""]","[""For this price range, the card offers plenty of benefits; the only drawback that appears is that the airport lounge access with this card is spend-based.""]",,cardinsider.com,https://cardinsider.com/axis-bank/samsung-axis-bank-signature-credit-card/
SpiceJet Axis Bank Voyage Black Credit Card,Axis Bank,Best Axis Bank,,"[""Best Axis Bank"", ""Best Axis Bank Credit Cards"", ""Best Co-Branded Airline Credit Cards""]","₹2,000 + GST","₹2,000 + GST",N/A,,Air Miles,"The earned Spiceclub Points can be redeemed against flight tickets, meal vouchers, etc, via the SpiceJet website or mobile app. 1 Spiceclub Point is equivalent to Re. 0.5.",,"The cardholders can earn a bonus of 4,000 Spiceclub points on spending Rs. 2 lakhs or more in an anniversary year. An additional bonus of 6,000 SC Points can be earned on spending Rs. 4 lakhs or more in an anniversary year.","{""domestic"": ""8 complimentary domestic lounge access every year."", ""international"": ""N/A""}",The eligibility requirements that need to be fulfilled by the applicants in order to get approved for this credit card are as mentioned below: The applicant’s age should be between 18 and 70 years. The applicant should have a stable source of income. The applicant should be a resident of India.,3.75% Per Month (55.55% Annually),3.5% of the total transaction amount,"1% fuel surcharge waiver on all fuel transactions between Rs. 400 and Rs. 4,000. | 2.5% of the Amount Withdrawn Subject to a Minimum Charge of ₹500 | Nil","Get a SpiceJet flight voucher worth Rs. 4,000 as a welcome benefit. Complimentary SpiceClub Gold membership on card approval. Earn up to 28 Spiceclub Points on every spend of Rs. 200. Earn up to 8,000 bonus Reward Points every year on achieving the milestone spend. Get complimentary domestic lounge access every year. Get 2,000 bonus points every year as a renewal benefit. 1% fuel surcharge waiver on all fuel transactions.",[],[],,cardinsider.com,https://cardinsider.com/axis-bank/spicejet-axis-bank-voyage-black-credit-card/
SpiceJet Axis Bank Voyage Credit Card,Axis Bank,Best Axis Bank,Visa,"[""Best Axis Bank"", ""Best Axis Bank Credit Cards"", ""Best Co-Branded Airline Credit Cards""]",₹750 + GST,₹750 + GST,NA,,Air Miles,"The Spiceclub points can be redeemed against booking flight tickets, meal vouchers, etc that are available on the SpiceJet Website or Mobile App",,"With the SpiceJet Axis Bank Voyage Credit Card, you can earn 2,000 Spiceclub Points on achieving a milestone of spending Rs, 1,00,000 using your card in an anniversary year. Further, 3,000 Spiceclub Points will be credited to your account if you are able to achieve the milestone of spending Rs. 2,00,000 through your credit card in an anniversary year.","{""domestic"": ""4 Domestic Lounge Visits on Spends of ₹50,000 or More in the Last Quarter"", ""international"": ""N/A""}",The applicant should be a resident of India This card is issued to both salaried and self-employed individuals The applicant should be between 18 years to 70 years of age The card applicant should hold a good CIBIL Score The applicant should have a stable source of income The ultimate decision of either accepting or declining an individual’s credit card request lies in the hands of the card issuer only. The decision regarding the status of your application will be communicated to you within 21 working days.,3.75% Per Month (55.55% Annually),3.5% on all international transactions,1% at all fuel stations in India | 2.5% of the Amount Withdrawn Subject to a Minimum Charge of ₹500 | Nil,"SpiceJet voucher worth Rs. 1,500 as a welcome gift Complimentary Spice Club Silver Membership Bonus SpiceClub Points as milestone benefits 20% off on your dining bills at the partnered restaurants Earn up to 18 Spice Club Points for every Rs. 200 spent on SpiceJet app and website Complimentary domestic airport lounge access",[],[],,cardinsider.com,https://cardinsider.com/axis-bank/spicejet-axis-bank-voyage-credit-card/
BOBCARD Easy Credit Card,Bank of Baroda,Best BOBCARD,RuPay,"[""Best BOBCARD"", ""Best BOBCARD Credit Cards""]",Lifetime Free (Till 30th June 2026),Lifetime Free (Till 30th June 2026),N/A,,Reward Points,Accumulated reward points can be redeemed against cashback and other exciting options. 1 reward point is equivalent to ₹0.20,,,"{""domestic"": ""N/A"", ""international"": ""N/A""}","Certain eligibility criteria need to be met if you want to have a BOBCARD Easy Credit Card. These eligibility requirements are as follows: The applicant’s age should be above 21 years. The applicant should have a stable income source, i.e., they should either be salaried or self-employed. The applicant should have a decent credit history.",3.75% Per Month (45% Per Annum),3.50%,Waiver of 1 % fuel surcharge on fuel transactions between Rs. 400 – Rs. 5000 at all petrol pumps all across India (Maximum Rs. 250). | 2.5% of the Amount Withdrawn or ₹500 (Whichever is Higher) | Nil,"Lifetime free for a limited time period. Earn 5X reward points on selected merchant categories like groceries, departmental stores, movies, etc. Earn 1 reward point on other categories. Earn 0.5% Reward Points on specific MCC categories. This card can be linked to UPI.",[],[],,cardinsider.com,https://cardinsider.com/bank-of-baroda/bank-of-baroda-easy-credit-card/
BOBCARD ETERNA Credit Card,Bank of Baroda,Best BOBCARD,,"[""Best BOBCARD"", ""Best BOBCARD Credit Cards"", ""Best Credit Cards for International Travel 2026""]",Lifetime Free,Lifetime Free,N/A,,Reward Points,Reward Points Are Redeemable as Cashback at a Rate of 1 RP = ₹0.25,"10,000 reward points on spending ₹50,000 within 60 days.","You get 20,000 bonus reward points on the annual expenditure of ₹5 lakh.","{""domestic"": ""Unlimited Domestic Airport Lounge Access on Spends of ₹75,000 in the Previous Quarter"", ""international"": ""N/A""}","The eligibility criteria that need to be fulfilled by the applicants in order to get approved for the BOBCARD Eterna Credit Card are as follows: The primary and all the add-on cardholders must be residents of India. The primary cardmember must be between 21 and 65 years, and the add-on cardholder must be above 18 years of age. The annual income of the primary cardholder must be above 12 lakh for both salaried and self-employed applicants.",3.75% Per Month or 45% Per Annum,2% of the transacted amount,"1% Waiver for Transactions Between ₹400 and ₹5,000 (Maximum Waiver of ₹250 Per Statement Cycle) | 2.5% or ₹500 (Whichever is Higher) | Nil","10,000 reward points of expenditure of Rs. 50,000 within 60 days of card issuance. 20,000 bonus reward points on spending Rs. 5,00,000 in a year. 15 reward points on every Rs. 100 spent on online shopping, travel, dining, and movie tickets. 3 reward points on spends of Rs. 100 on all other categories. 1 Reward Point = Rs. 0.25. Reward Points are redeemable as cashback or for other categories of expenditure on the BOBCARD’s reward redemption portal.","[""This card offers both a joining and an annual fee spend-based waiver.""]","[""Although this card offers unlimited domestic airport lounge access, it is only available upon spending ₹75,000 or more. Users can opt for other cards with lower spend-based requirements."", ""Earlier, Golf Games and Lessons were offered with the Eterna Credit Card, which has since been removed.""]",,cardinsider.com,https://cardinsider.com/bank-of-baroda/bank-of-baroda-eterna-credit-card/
BOBCARD ICSI Diamond Credit Card,Bank of Baroda,Best BOBCARD,,"[""Best BOBCARD"", ""Best BOBCARD Credit Cards""]",Nil,Nil,NA,,Reward Points,The earned rewards can be redeemed against cashback at a rate of 1 Reward point = Re. 0.25.,,"You get 3,999 bonus reward Points every quarter on spending more than your total credit limit in a quarter. Get 999 bonus Reward Points every month on making at least 5 transactions worth Rs. 1,000 or more in a month.","{""domestic"": ""Get 12 complimentary domestic lounge access every year (3 per quarter)"", ""international"": ""NA""}",The eligibility criteria that the applicants need to fulfill in order to get approved for the BOBCARD ICSI Diamond Credit card are as follows: The applicant should be an active ICSI member. The age of the add-on cardholder should be a minimum of 18 years. The applicant’s credit score might also affect the card issuer’s decision. The applicant should be a resident of India.,3.49% per month,2% of the total transaction amount,"1% fuel surcharge waiver on all fuel spends between Rs. 400 and Rs. 5,000 | 2.5% (3% at international ATMs) of the withdrawn amount, subject to a minimum of Rs. 300. | Nil","Get a welcome benefit of 500 bonus Reward Points. Complimentary 6-month Fit Pass Pro membership. Get up to 5 Reward Points on every ₹100 you spend. Get free domestic lounge access every year. Get a low forex markup fee of only 2%. Get air accidental covers worth ₹15 lakhs. Get an additional 999 bonus Rewards every month. Earn 3,999 bonus rewards every quarter as milestone benefits. Get a 1% fuel surcharge waiver on all fuel spends.",[],[],,cardinsider.com,https://cardinsider.com/bank-of-baroda/bank-of-baroda-icsi-diamond-credit-card/
BOBCARD Premier Credit Card,Bank of Baroda,Best BOBCARD,RuPay,"[""Best BOBCARD"", ""Best BOBCARD Credit Cards""]",Lifetime Free,Lifetime Free,"Fee Waiver on Spends of ₹1,20,000 in a Year (For Paid Version)",,Reward Points,1 Reward Point = ₹0.25,,,"{""domestic"": ""1 Complimentary Domestic Airport Lounge Access Every Quarter on Spends of ₹20,000 in the Previous Quarter"", ""international"": ""N/A""}",Listed below are the eligibility criteria that need to be fulfilled before you apply for a BOBCARD Premier Credit Card : Age – < 21 years. The applicant must either be a salaried or self-employed individual with a stable source of income and a decent credit score .,3.75% Per Month (45% Per Annum),3.5% on the transaction amount,"1% waiver on fuel transactions between Rs. 400 and Rs. 5,000. | 2.5% or ₹500 (Whichever is Higher) | Nil","2 reward points on every Rs 100 spent on all categories. 5x reward points while spending in categories such as dining, travel, and international transactions. Complimentary Domestic Lounge Access at selected airports. 1% fuel surcharge waiver on fuel transactions at all fuel stations across India.","[""It’s a great lifetime free credit card that offers a decent reward rate and free airport lounge access across the country."", ""This is a great card for taking advantage of various BOBCARD Credit Card offers.""]","[""Although this card offers accelerated reward points on international purchases, a 3.5% Forex markup fee will apply to these transactions."", ""5X Reward Points earnings are capped at 2,000 in a month.""]",,cardinsider.com,https://cardinsider.com/bank-of-baroda/bank-of-baroda-premier-credit-card/
